>	aa
92.755188	10.489965
92.754280	10.476857
92.752655	10.453545
92.752205	10.447017
92.749855	10.413298
92.749367	10.406252
92.746269	10.319597
92.746017	10.312511
92.745056	10.269561
92.744087	10.226112
92.743919	10.218760
92.743187	10.182500
92.742630	10.155354
92.742157	10.131956
92.742012	10.124892
92.739906	10.032342
92.739868	10.030640
92.739540	10.014874
92.739120	9.994691
92.738640	9.971670
92.738205	9.950655
92.737915	9.936890
92.737946	9.930151
92.738159	9.875341
92.738258	9.849159
92.738274	9.845853
92.740387	9.817530
92.741478	9.802928
92.741882	9.798023
92.745010	9.760357
92.745148	9.759570
92.745239	9.759007
92.746574	9.750802
92.750656	9.725602
92.753494	9.709273
92.754539	9.703284
92.754669	9.702523
92.756226	9.692959
92.758537	9.679101
92.761734	9.664355
92.762665	9.660085
92.765419	9.647847
92.769585	9.628899
92.775932	9.599667
92.776962	9.594972
92.778114	9.589751
92.786171	9.553195
92.793221	9.520000
92.795822	9.506691
92.797722	9.496954
92.800728	9.481503
92.801468	9.477688
92.803802	9.465735
92.806519	9.451833
92.807732	9.445482
92.808777	9.440032
92.817451	9.389237
92.822342	9.360005
92.829063	9.316580
92.834587	9.279998
92.836716	9.266289
92.841721	9.233931
92.842896	9.226298
92.843445	9.222695
92.843773	9.220550
92.846924	9.200000
92.854942	9.154597
92.857605	9.139520
92.858261	9.135818
92.861053	9.120000
92.868881	9.084688
92.878922	9.040000
92.884926	9.019328
92.900299	8.968217
92.902451	8.961064
92.902771	8.960000
92.907677	8.946925
92.929176	8.891253
92.933517	8.880000
92.942513	8.860505
92.946060	8.853047
92.948471	8.847980
92.955490	8.833220
92.971291	8.800000
92.984192	8.776223
93.015701	8.720000
93.024269	8.705877
93.031311	8.694697
93.043800	8.674846
93.057457	8.653144
93.064056	8.642614
93.065742	8.640000
93.069649	8.634088
93.106323	8.578607
93.118904	8.560000
93.146408	8.519081
93.173050	8.480000
93.187721	8.458251
93.188637	8.456890
93.204361	8.433440
93.209732	8.425432
93.226784	8.400000
93.233276	8.390168
93.278831	8.320000
93.282890	8.313491
93.324150	8.245920
93.327431	8.240555
93.327759	8.240000
93.329102	8.237453
93.330757	8.234322
93.353073	8.192103
93.370049	8.160000
93.396309	8.102935
93.406693	8.080000
93.408730	8.075027
93.440735	8.000000
93.446747	7.984386
93.465027	7.937428
93.471809	7.920000
93.479424	7.898463
93.487976	7.874239
93.498680	7.843385
93.499855	7.840000
93.509995	7.810028
93.526947	7.760000
93.550575	7.691247
93.554413	7.680000
93.560272	7.663287
93.569389	7.637147
93.577873	7.612813
93.582344	7.600000
93.583527	7.596684
93.585693	7.590628
93.597481	7.557621
93.610947	7.520000
93.620712	7.493303
93.630768	7.465474
93.635040	7.453657
93.639977	7.440000
93.653015	7.404806
93.660400	7.384898
93.663910	7.375321
93.669540	7.360000
93.684288	7.321179
93.699959	7.280000
93.700310	7.279087
93.703430	7.271066
93.712364	7.248090
93.717453	7.235015
93.724541	7.216683
93.730995	7.200000
93.738937	7.179502
93.762032	7.120000
93.777031	7.080360
93.788773	7.049337
93.790062	7.045941
93.792313	7.040000
93.801941	7.013052
93.806656	6.999857
93.807976	6.996171
93.810593	6.988851
93.818748	6.965878
93.820831	6.960000
93.840172	6.900476
93.846802	6.880000
93.850342	6.868037
93.870346	6.800000
93.881767	6.759312
93.885948	6.744389
93.888863	6.733974
93.888992	6.733515
93.889290	6.732457
93.892784	6.720000
93.911461	6.654961
93.911713	6.654087
93.911812	6.653751
93.915787	6.640000
93.918121	6.632714
93.930061	6.595432
93.941330	6.560000
93.945068	6.549764
93.971146	6.480000
93.977356	6.465561
93.980034	6.459519
93.985725	6.446724
93.999802	6.415041
94.003616	6.406457
94.005928	6.401206
94.006485	6.400000
94.030411	6.353536
94.048813	6.320000
94.054268	6.310790
94.059052	6.303316
94.077492	6.273336
94.099594	6.240000
94.100449	6.238763
94.101028	6.237992
94.104256	6.233488
94.108421	6.227672
94.109009	6.226853
94.112663	6.221753
94.118652	6.213391
94.120377	6.210988
94.123314	6.206887
94.137733	6.188102
94.145615	6.177310
94.146629	6.176015
94.159187	6.160000
94.168564	6.147914
94.173790	6.141572
94.191048	6.119668
94.207710	6.099731
94.213226	6.092800
94.223991	6.080000
94.235214	6.065855
94.240913	6.058967
94.257469	6.038179
94.274818	6.017303
94.279549	6.011358
94.289009	6.000000
94.294838	5.992328
94.300110	5.985399
94.305298	5.978773
94.319328	5.960061
94.334282	5.940777
94.337708	5.936183
94.339523	5.933743
94.350044	5.920000
94.359955	5.905641
94.365791	5.897293
94.380440	5.875656
94.396797	5.852035
94.399750	5.847621
94.404938	5.840000
94.408379	5.834432
94.421204	5.813723
94.434258	5.792739
94.443359	5.777809
94.449921	5.767103
94.453842	5.760696
94.454269	5.760000
94.455360	5.758123
94.457321	5.754740
94.466553	5.738827
94.480515	5.714746
94.491127	5.696168
94.500473	5.680000
94.514282	5.655990
94.527702	5.633326
94.537445	5.616508
94.538467	5.614789
94.547249	5.600000
94.561768	5.576365
94.574898	5.555630
94.585457	5.538707
94.597351	5.520000
94.608810	5.502317
94.617851	5.488664
94.631981	5.466912
94.639076	5.456262
94.649902	5.440000
94.654915	5.432378
94.658546	5.426932
94.677238	5.398442
94.692368	5.375894
94.697327	5.368495
94.699715	5.364859
94.702965	5.360000
94.721855	5.330791
94.735580	5.310007
94.743851	5.297272
94.755241	5.280000
94.766655	5.262144
94.776581	5.246865
94.790703	5.224796
94.794586	5.218830
94.806854	5.200000
94.815369	5.186776
94.823547	5.174321
94.839287	5.149966
94.841324	5.146816
94.846428	5.139079
94.857185	5.122761
94.859001	5.120000
94.861298	5.116563
94.867371	5.107438
94.869881	5.103767
94.875931	5.094909
94.894981	5.066614
94.913467	5.040000
94.922722	5.026869
94.930603	5.016024
94.949188	4.989926
94.971199	4.960000
94.974152	4.955992
94.975929	4.953677
94.997360	4.925051
95.006340	4.913574
95.014915	4.902612
95.022049	4.893255
95.022598	4.892568
95.023666	4.891233
95.032684	4.880000
95.047630	4.861057
95.057274	4.849294
95.061447	4.844092
95.064598	4.840155
95.068306	4.835535
95.072609	4.830171
95.091461	4.807645
95.095955	4.802279
95.096611	4.801477
95.097862	4.800000
95.119720	4.773560
95.131264	4.760016
95.142570	4.746453
95.165344	4.720000
95.189674	4.691173
95.201111	4.677882
95.203941	4.674594
95.214851	4.661711
95.215439	4.661033
95.226311	4.648425
95.233574	4.640000
95.241234	4.630950
95.246758	4.624490
95.269310	4.597850
95.275070	4.591111
95.282829	4.582028
95.291397	4.571999
95.293655	4.569356
95.296867	4.565575
95.301620	4.560000
95.301720	4.559881
95.308342	4.551925
95.328751	4.527423
95.355209	4.495804
95.361862	4.487825
95.368378	4.480000
95.394119	4.447488
95.402924	4.436366
95.412224	4.424653
95.431793	4.400000
95.448425	4.377540
95.491165	4.320000
95.498817	4.309057
95.501129	4.305780
95.547485	4.240000
95.548210	4.238955
95.548325	4.238793
95.555748	4.228217
95.598709	4.166935
95.603645	4.160000
95.644730	4.103722
95.662300	4.080000
95.682716	4.053510
95.688118	4.046493
95.706932	4.022545
95.724648	4.000000
95.728081	3.995740
95.734787	3.987535
95.771111	3.942911
95.789948	3.920000
95.817284	3.886379
95.855301	3.840000
95.858070	3.836555
95.866112	3.826534
95.884583	3.803570
95.906830	3.775812
95.909966	3.771913
95.919556	3.760000
95.941116	3.733690
95.961746	3.708712
95.973656	3.694232
95.985397	3.680000
96.006546	3.656096
96.011261	3.650815
96.019753	3.641319
96.027489	3.632670
96.041550	3.616795
96.056610	3.600000
96.083359	3.573218
96.107910	3.548866
96.111687	3.545116
96.111954	3.544853
96.118393	3.538464
96.127975	3.528874
96.128525	3.528324
96.129707	3.527156
96.136940	3.520000
96.178154	3.483620
96.226639	3.441393
96.227463	3.440668
96.228241	3.440000
96.233086	3.436182
96.260742	3.414413
96.277382	3.401543
96.296852	3.386270
96.312126	3.374526
96.331024	3.360000
96.334320	3.357609
96.335686	3.356632
96.365372	3.335235
96.379143	3.325410
96.397903	3.311848
96.421738	3.294932
96.427246	3.290978
96.442802	3.280000
96.455620	3.271019
96.457703	3.269567
96.460060	3.267916
96.473930	3.258260
96.484749	3.250723
96.500412	3.239809
96.516403	3.228698
96.548820	3.205985
96.551392	3.204196
96.557404	3.200000
96.591331	3.175222
96.612366	3.159588
96.631287	3.145699
96.662025	3.122524
96.665375	3.120000
96.673767	3.113285
96.683922	3.105023
>	aa
93.521492	13.997233
93.502991	13.975984
93.502853	13.975821
93.496704	13.968750
93.494606	13.966228
93.424500	13.882071
93.418602	13.875000
93.402542	13.853895
93.401337	13.852310
93.381844	13.826707
93.364044	13.803318
93.352631	13.788321
93.347260	13.781250
93.343338	13.775349
93.289589	13.694571
93.284874	13.687500
93.270279	13.661856
93.235535	13.600821
93.231499	13.593750
93.188904	13.507071
93.185425	13.500000
93.170860	13.467028
93.164818	13.453348
93.147141	13.413321
93.146591	13.412090
93.145668	13.409999
93.144005	13.406250
93.140732	13.398592
93.133575	13.381861
93.132889	13.380261
93.128441	13.369863
93.122345	13.355615
93.106926	13.319571
93.103920	13.312500
93.067474	13.225821
93.064491	13.218750
93.029999	13.132071
93.027191	13.125000
93.013901	13.087157
92.996742	13.038321
92.994263	13.031250
92.985458	13.000949
92.969078	12.944571
92.967010	12.937500
92.957787	12.897583
92.953056	12.877142
92.946976	12.850821
92.945343	12.843750
92.929436	12.757071
92.928139	12.750000
92.927345	12.744781
92.925735	12.734256
92.920197	12.698091
92.914879	12.663321
92.913803	12.656250
92.901840	12.569571
92.901718	12.568659
92.900856	12.562500
92.897964	12.537802
92.895164	12.513882
92.890709	12.475821
92.889885	12.468750
92.885750	12.414549
92.884308	12.395641
92.883270	12.382071
92.882721	12.375000
92.882446	12.363396
92.880669	12.288321
92.880508	12.281250
92.882629	12.217845
92.883415	12.194571
92.883606	12.188622
92.883644	12.187500
92.890633	12.100821
92.891212	12.093750
92.900414	12.007071
92.901169	12.000000
92.906029	11.954491
92.910423	11.913321
92.911171	11.906250
92.913185	11.882560
92.918556	11.819571
92.919159	11.812500
92.924294	11.725821
92.924713	11.718750
92.927887	11.632071
92.928146	11.625000
92.928749	11.588952
92.928780	11.587364
>	aa
93.523903	14.000000
93.521492	13.997233
>	aa
93.523903	14.000000
93.523834	14.000000
93.522400	14.000000
93.509071	14.000000
93.502396	14.000000
93.489098	14.000000
93.482422	14.000000
93.469025	14.000000
93.462326	14.000000
93.448967	14.000000
93.442337	14.000000
93.429024	14.000000
93.422356	14.000000
93.409004	14.000000
93.402321	14.000000
93.388969	14.000000
93.382339	14.000000
93.369003	14.000000
93.362312	14.000000
93.348991	14.000000
93.342316	14.000000
93.329018	14.000000
93.322388	14.000000
93.309090	14.000000
93.302414	14.000000
93.289131	14.000000
93.282478	14.000000
93.269096	14.000000
93.262428	14.000000
93.249054	14.000000
93.242371	14.000000
93.229027	14.000000
93.222351	14.000000
93.209015	14.000000
93.202354	14.000000
93.189072	14.000000
93.182449	14.000000
93.169113	14.000000
93.162415	14.000000
93.149033	14.000000
93.142349	14.000000
93.129021	14.000000
93.122398	14.000000
93.109093	14.000000
93.102417	14.000000
93.089119	14.000000
93.082428	14.000000
93.069084	14.000000
93.062447	14.000000
93.049095	14.000000
93.042397	14.000000
93.029045	14.000000
93.022400	14.000000
93.009094	14.000000
93.002411	14.000000
92.989059	14.000000
92.982399	14.000000
92.969009	14.000000
92.962311	14.000000
92.948990	14.000000
92.942375	14.000000
92.929070	14.000000
92.922386	14.000000
92.909042	14.000000
92.902344	14.000000
92.888969	14.000000
92.882332	14.000000
92.869019	14.000000
92.862343	14.000000
92.848991	14.000000
92.842300	14.000000
92.828972	14.000000
92.822334	14.000000
92.809013	14.000000
92.802376	14.000000
92.789055	14.000000
92.782364	14.000000
92.769012	14.000000
92.762329	14.000000
92.749023	14.000000
92.742386	14.000000
92.729080	14.000000
92.722397	14.000000
92.709061	14.000000
92.702415	14.000000
92.689018	14.000000
92.682312	14.000000
92.673073	14.000000
92.668968	14.000000
92.662323	14.000000
92.649002	14.000000
92.642334	14.000000
92.628975	14.000000
92.622314	14.000000
92.608955	14.000000
92.602310	14.000000
92.589012	14.000000
92.582336	14.000000
92.569092	14.000000
92.562416	14.000000
92.549065	14.000000
92.542358	14.000000
92.528954	14.000000
92.522324	14.000000
92.509003	14.000000
92.502312	14.000000
92.489021	14.000000
92.482391	14.000000
92.469032	14.000000
92.462318	14.000000
92.448944	14.000000
92.442307	14.000000
92.429039	14.000000
92.422356	14.000000
92.409058	14.000000
92.402405	14.000000
92.388985	14.000000
92.382278	14.000000
92.369049	14.000000
92.362503	14.000000
92.349716	14.000000
92.343384	14.000000
92.330086	14.000000
92.323418	14.000000
92.306328	14.000000
92.297653	14.000000
92.274727	14.000000
92.263260	14.000000
92.236862	14.000000
92.223656	14.000000
92.196327	14.000000
92.182716	14.000000
92.155754	14.000000
92.142273	14.000000
92.116425	14.000000
92.115570	14.000000
92.112877	14.000000
92.108093	14.000000
92.104401	14.000000
92.103523	14.000000
